occurrence_id	block_id	assembly_version	replicon_accession	bioproject_accession	organism_harmonized	genus	frozen_group	determinant_name	gene_family	portability_class	topology	wrapped_circular	truncated	block_n_args	weight_block_balanced	s2_selected	dist_any_bp	dist_is_bp	dist_integrase_bp	censored_any	censored_is	censored_integrase	overlap_zero	in_block_feature_beyond_window
GCF_036254055.1|NZ_CP141220.1|oqxB|1379592|1382741	blk018183	GCF_036254055.1	NZ_CP141220.1	PRJNA1045566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_036254055.1|NZ_CP141220.1|oqxA|1382768|1383940	blk018183	GCF_036254055.1	NZ_CP141220.1	PRJNA1045566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_036254055.1|NZ_CP141220.1|blaSHV-28|2965275|2966132	blk018184	GCF_036254055.1	NZ_CP141220.1	PRJNA1045566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-28	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_036254055.1|NZ_CP141220.1|fosA|4791562|4791978	blk018185	GCF_036254055.1	NZ_CP141220.1	PRJNA1045566	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594185.1|NZ_CP141537.1|blaACT-17|24630|25772	blk018186	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	blaACT-17	blaACT	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594185.1|NZ_CP141537.1|fosA|178305|178727	blk018187	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	fosA	fosA	B	circular	no	no	1	1.0	1	7978	7978		0	0	1	0	0
GCF_035594185.1|NZ_CP141537.1|tet(A)|1580520|1581716	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	tet(A)	tet(A)	B	circular	no	no	14	0.07142857142857142	0	1058	1058	7846	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|dfrA14|1588936|1589406	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	dfrA14	dfrA14	B	circular	no	no	14	0.07142857142857142	0	156	156	156	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|qnrB1|1591670|1592311	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	qnrB1	qnrB1	B	circular	no	no	14	0.07142857142857142	0	572	572	1554	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|aac(6')-Ib-cr5|1597627|1598178	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	aac(6')-Ib-cr5	aac(6')-Ib-cr5	B	circular	no	no	14	0.07142857142857142	0	144	144	7511	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|blaOXA-1|1598312|1599139	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	blaOXA-1	blaOXA	B	circular	no	no	14	0.07142857142857142	0	635	635	8196	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|catB3|1599280|1599720	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	catB3	catB3	B	circular	no	no	14	0.07142857142857142	0	54	54	9164	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|aac(3)-IIe|1600585|1601442	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	aac(3)-IIe	aac(3)	B	circular	no	no	14	0.07142857142857142	0	107	107		0	0	1	0	0
GCF_035594185.1|NZ_CP141537.1|blaCTX-M-15|1606602|1607474	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	blaCTX-M-15	blaCTX-M	B	circular	no	no	14	0.07142857142857142	0	256	256		0	0	1	0	0
GCF_035594185.1|NZ_CP141537.1|blaTEM-1|1610296|1611153	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	blaTEM-1	blaTEM	B	circular	no	no	14	0.07142857142857142	0	183	183	7603	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|aph(6)-Id|1611880|1612713	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	aph(6)-Id	aph(6)	B	circular	no	no	14	0.07142857142857142	0	0	0	6043	0	0	0	1	0
GCF_035594185.1|NZ_CP141537.1|aph(3'')-Ib|1612716|1613516	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	aph(3'')-Ib	aph(3'')	B	circular	no	no	14	0.07142857142857142	0	811	811	5240	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|sul2|1613580|1614392	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	sul2	sul2	B	circular	no	no	14	0.07142857142857142	0	688	688	4364	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|aadA1|1619915|1620703	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	aadA1	aadA1	B	circular	no	no	14	0.07142857142857142	0	146	146	146	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|catA1|1621825|1622478	blk018188	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	catA1	catA1	B	circular	no	no	14	0.07142857142857142	1	375	375	2056	0	0	0	0	0
GCF_035594185.1|NZ_CP141537.1|oqxB|3067350|3070499	blk018189	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	oqxB	oqxB	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035594185.1|NZ_CP141537.1|oqxA|3070526|3071698	blk018189	GCF_035594185.1	NZ_CP141537.1	PRJNA1010831	Enterobacter hormaechei	Enterobacter	other	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035594225.1|NZ_CP141539.1|fosA|662609|663025	blk018190	GCF_035594225.1	NZ_CP141539.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594225.1|NZ_CP141539.1|blaSHV-217|2507385|2508242	blk018191	GCF_035594225.1	NZ_CP141539.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-217	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594225.1|NZ_CP141539.1|oqxA|3972215|3973387	blk018192	GCF_035594225.1	NZ_CP141539.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035594225.1|NZ_CP141539.1|oqxB|3973414|3976563	blk018192	GCF_035594225.1	NZ_CP141539.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035594245.1|NZ_CP141543.1|blaSHV-28|227293|228150	blk018193	GCF_035594245.1	NZ_CP141543.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-28	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594245.1|NZ_CP141543.1|oqxA|1810909|1812081	blk018194	GCF_035594245.1	NZ_CP141543.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	0	4727	4727	8552	0	0	0	0	0
GCF_035594245.1|NZ_CP141543.1|oqxB19|1812108|1815257	blk018194	GCF_035594245.1	NZ_CP141543.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	B	circular	no	no	2	0.5	1	5926	5926	9751	0	0	0	0	0
GCF_035594245.1|NZ_CP141543.1|fosA|3723576|3723992	blk018195	GCF_035594245.1	NZ_CP141543.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594265.1|NZ_CP141547.1|blaSHV-1|1405124|1405981	blk018196	GCF_035594265.1	NZ_CP141547.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-1	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594265.1|NZ_CP141547.1|fosA|3305846|3306262	blk018197	GCF_035594265.1	NZ_CP141547.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594265.1|NZ_CP141547.1|oqxB19|5254541|5257690	blk018198	GCF_035594265.1	NZ_CP141547.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035594265.1|NZ_CP141547.1|oqxA|5257717|5258889	blk018198	GCF_035594265.1	NZ_CP141547.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035595475.1|NZ_CP141550.1|fosA10|354432|354848	blk018199	GCF_035595475.1	NZ_CP141550.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA10	fosA10	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035595475.1|NZ_CP141550.1|oqxB32|2215851|2219000	blk018200	GCF_035595475.1	NZ_CP141550.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB32	oqxB32	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035595475.1|NZ_CP141550.1|oqxA|2219027|2220199	blk018200	GCF_035595475.1	NZ_CP141550.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035595475.1|NZ_CP141550.1|blaSHV-187|3812914|3813777	blk018201	GCF_035595475.1	NZ_CP141550.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-187	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594725.1|NZ_CP141554.1|blaSHV-11|1443416|1444273	blk018202	GCF_035594725.1	NZ_CP141554.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594725.1|NZ_CP141554.1|fosA|3324881|3325297	blk018203	GCF_035594725.1	NZ_CP141554.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594725.1|NZ_CP141554.1|oqxB|5233446|5236595	blk018204	GCF_035594725.1	NZ_CP141554.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	B	circular	no	no	2	0.5	0	6482	6482	6482	0	0	0	0	0
GCF_035594725.1|NZ_CP141554.1|oqxA|5236622|5237794	blk018204	GCF_035594725.1	NZ_CP141554.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	1	5283	5283	5283	0	0	0	0	0
GCF_035596235.1|NZ_CP141557.1|oqxA|869307|870479	blk018205	GCF_035596235.1	NZ_CP141557.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	1	4727	4727	8552	0	0	0	0	0
GCF_035596235.1|NZ_CP141557.1|oqxB19|870506|873655	blk018205	GCF_035596235.1	NZ_CP141557.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	B	circular	no	no	2	0.5	0	5926	5926	9751	0	0	0	0	0
GCF_035596235.1|NZ_CP141557.1|fosA|2773892|2774308	blk018206	GCF_035596235.1	NZ_CP141557.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035596235.1|NZ_CP141557.1|blaSHV-28|4629011|4629868	blk018207	GCF_035596235.1	NZ_CP141557.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-28	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035596915.1|NZ_CP141560.1|oqxB19|1819767|1822916	blk018208	GCF_035596915.1	NZ_CP141560.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	B	circular	no	no	2	0.5	0	9846		9846	0	1	0	0	0
GCF_035596915.1|NZ_CP141560.1|oqxA11|1822943|1824115	blk018208	GCF_035596915.1	NZ_CP141560.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA11	oqxA11	B	circular	no	no	2	0.5	1	8647		8647	0	1	0	0	0
GCF_035596915.1|NZ_CP141560.1|blaSHV-26|3248529|3249386	blk018209	GCF_035596915.1	NZ_CP141560.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-26	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035596915.1|NZ_CP141560.1|fosA|5036520|5036936	blk018210	GCF_035596915.1	NZ_CP141560.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035597335.1|NZ_CP141565.1|oqxA|915925|917097	blk018211	GCF_035597335.1	NZ_CP141565.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	0	5103	5103	5103	0	0	0	0	0
GCF_035597335.1|NZ_CP141565.1|oqxB19|917124|920273	blk018211	GCF_035597335.1	NZ_CP141565.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	B	circular	no	no	2	0.5	1	6302	6302	6302	0	0	0	0	0
GCF_035597335.1|NZ_CP141565.1|fosA|2823587|2824003	blk018212	GCF_035597335.1	NZ_CP141565.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035597335.1|NZ_CP141565.1|blaSHV-28|4676255|4677112	blk018213	GCF_035597335.1	NZ_CP141565.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-28	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035598075.1|NZ_CP141570.1|oqxA|698790|699962	blk018214	GCF_035598075.1	NZ_CP141570.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035598075.1|NZ_CP141570.1|oqxB32|699989|703138	blk018214	GCF_035598075.1	NZ_CP141570.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB32	oqxB32	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035598075.1|NZ_CP141570.1|fosA|2551645|2552058	blk018215	GCF_035598075.1	NZ_CP141570.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035598075.1|NZ_CP141570.1|blaSHV-1|4528846|4529703	blk018216	GCF_035598075.1	NZ_CP141570.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-1	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035598475.1|NZ_CP141574.1|fosA|630164|630580	blk018217	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035598475.1|NZ_CP141574.1|blaSHV-28|2473462|2474319	blk018218	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-28	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035598475.1|NZ_CP141574.1|catB3|2938150|2938590	blk018219	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	catB3	catB3	B	circular	no	no	3	0.3333333333333333	0	54	54		0	0	1	0	0
GCF_035598475.1|NZ_CP141574.1|blaOXA-1|2938731|2939558	blk018219	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaOXA-1	blaOXA	B	circular	no	no	3	0.3333333333333333	0	635	635		0	0	1	0	0
GCF_035598475.1|NZ_CP141574.1|aac(6')-Ib-cr|2939692|2940243	blk018219	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	aac(6')-Ib-cr	aac(6')-Ib	B	circular	no	no	3	0.3333333333333333	1	144	144		0	0	1	0	0
GCF_035598475.1|NZ_CP141574.1|oqxA|4125942|4127114	blk018220	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035598475.1|NZ_CP141574.1|oqxB|4127141|4130290	blk018220	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035598475.1|NZ_CP141574.1|dfrA1|5327995|5328465	blk018221	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	dfrA1	dfrA1	B	circular	no	no	2	0.5	0	629	629		0	0	1	0	0
GCF_035598475.1|NZ_CP141574.1|sat2|5328563|5329084	blk018221	GCF_035598475.1	NZ_CP141574.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	sat2	sat2	B	circular	no	no	2	0.5	1	1197	1197		0	0	1	0	0
GCF_035599035.1|NZ_CP141575.1|oqxA11|35814|36986	blk018222	GCF_035599035.1	NZ_CP141575.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA11	oqxA11	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035599035.1|NZ_CP141575.1|oqxB19|37013|40162	blk018222	GCF_035599035.1	NZ_CP141575.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035599035.1|NZ_CP141575.1|fosA10|1924085|1924501	blk018223	GCF_035599035.1	NZ_CP141575.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA10	fosA10	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035599035.1|NZ_CP141575.1|blaSHV-1|3760519|3761376	blk018224	GCF_035599035.1	NZ_CP141575.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-1	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035581385.1|NZ_CP141578.1|fosA|360006|360422	blk018225	GCF_035581385.1	NZ_CP141578.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035581385.1|NZ_CP141578.1|oqxB19|2260673|2263822	blk018226	GCF_035581385.1	NZ_CP141578.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	B	circular	no	no	2	0.5	0	5926	5926	9751	0	0	0	0	0
GCF_035581385.1|NZ_CP141578.1|oqxA|2263849|2265021	blk018226	GCF_035581385.1	NZ_CP141578.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	1	4727	4727	8552	0	0	0	0	0
GCF_035581385.1|NZ_CP141578.1|blaSHV-28|3863735|3864592	blk018227	GCF_035581385.1	NZ_CP141578.1	PRJNA1010831	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-28	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035584575.1|NZ_CP141600.1|blaSHV-11|2820234|2821091	blk018228	GCF_035584575.1	NZ_CP141600.1	PRJNA1054978	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035584575.1|NZ_CP141600.1|sul1|3172371|3172928	blk018229	GCF_035584575.1	NZ_CP141600.1	PRJNA1054978	Klebsiella pneumoniae	Klebsiella	Klebsiella group	sul1	sul1	B	circular	no	no	2	0.5	1	65	65	1442	0	0	0	0	0
GCF_035584575.1|NZ_CP141600.1|aadA2|3173436|3174224	blk018229	GCF_035584575.1	NZ_CP141600.1	PRJNA1054978	Klebsiella pneumoniae	Klebsiella	Klebsiella group	aadA2	aadA2	B	circular	no	no	2	0.5	0	146	146	146	0	0	0	0	0
GCF_035584575.1|NZ_CP141600.1|fosA|4788378|4788794	blk018230	GCF_035584575.1	NZ_CP141600.1	PRJNA1054978	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035593365.1|NZ_CP141625.1|oqxB|1229847|1232996	blk018231	GCF_035593365.1	NZ_CP141625.1	PRJNA1000761	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	B	circular	no	no	2	0.5	0	5361	5361	6387	0	0	0	0	0
GCF_035593365.1|NZ_CP141625.1|oqxA|1233023|1234195	blk018231	GCF_035593365.1	NZ_CP141625.1	PRJNA1000761	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	B	circular	no	no	2	0.5	1	4162	4162	5188	0	0	0	0	0
GCF_035593365.1|NZ_CP141625.1|blaSHV-11|2875572|2876429	blk018232	GCF_035593365.1	NZ_CP141625.1	PRJNA1000761	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	B	circular	no	no	1	1.0	1	9544	9544		0	0	1	0	0
GCF_035593365.1|NZ_CP141625.1|fosA|4782639|4783055	blk018233	GCF_035593365.1	NZ_CP141625.1	PRJNA1000761	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594075.1|NZ_CP141632.1|oqxB|1268002|1271151	blk018234	GCF_035594075.1	NZ_CP141632.1	PRJNA1050876	Klebsiella variicola	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035594075.1|NZ_CP141632.1|oqxA|1271178|1272350	blk018234	GCF_035594075.1	NZ_CP141632.1	PRJNA1050876	Klebsiella variicola	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035594075.1|NZ_CP141632.1|blaLEN-16|2841905|2842762	blk018235	GCF_035594075.1	NZ_CP141632.1	PRJNA1050876	Klebsiella variicola	Klebsiella	Klebsiella group	blaLEN-16	blaLEN	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035594075.1|NZ_CP141632.1|fosA|5008147|5008563	blk018236	GCF_035594075.1	NZ_CP141632.1	PRJNA1050876	Klebsiella variicola	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035620215.1|NZ_CP141644.1|fosA|600905|601321	blk018237	GCF_035620215.1	NZ_CP141644.1	PRJNA1047197	Klebsiella sp.	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035620215.1|NZ_CP141644.1|blaLEN-16|2614610|2615467	blk018238	GCF_035620215.1	NZ_CP141644.1	PRJNA1047197	Klebsiella sp.	Klebsiella	Klebsiella group	blaLEN-16	blaLEN	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035620215.1|NZ_CP141644.1|oqxA|4220116|4221288	blk018239	GCF_035620215.1	NZ_CP141644.1	PRJNA1047197	Klebsiella sp.	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035620215.1|NZ_CP141644.1|oqxB|4221315|4224464	blk018239	GCF_035620215.1	NZ_CP141644.1	PRJNA1047197	Klebsiella sp.	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035620075.1|NZ_CP141661.1|oqxB|1163323|1166472	blk018240	GCF_035620075.1	NZ_CP141661.1	PRJNA1054238	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB	oqxB	A	circular	no	no	2	0.5	1				1	1	1	0	0
GCF_035620075.1|NZ_CP141661.1|oqxA|1166499|1167671	blk018240	GCF_035620075.1	NZ_CP141661.1	PRJNA1054238	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxA	oqxA	A	circular	no	no	2	0.5	0				1	1	1	0	0
GCF_035620075.1|NZ_CP141661.1|blaSHV|2645205|2646062	blk018241	GCF_035620075.1	NZ_CP141661.1	PRJNA1054238	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035620075.1|NZ_CP141661.1|fosA|4472239|4472655	blk018242	GCF_035620075.1	NZ_CP141661.1	PRJNA1054238	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035620095.1|NZ_CP141666.1|blaSHV-11|2805904|2806761	blk018243	GCF_035620095.1	NZ_CP141666.1	PRJNA1054738	Klebsiella pneumoniae	Klebsiella	Klebsiella group	blaSHV-11	blaSHV	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035620095.1|NZ_CP141666.1|sul1|3118166|3118723	blk018244	GCF_035620095.1	NZ_CP141666.1	PRJNA1054738	Klebsiella pneumoniae	Klebsiella	Klebsiella group	sul1	sul1	B	circular	no	no	2	0.5	1	65	65	1442	0	0	0	0	0
GCF_035620095.1|NZ_CP141666.1|aadA2|3119231|3120019	blk018244	GCF_035620095.1	NZ_CP141666.1	PRJNA1054738	Klebsiella pneumoniae	Klebsiella	Klebsiella group	aadA2	aadA2	B	circular	no	no	2	0.5	0	146	146	146	0	0	0	0	0
GCF_035620095.1|NZ_CP141666.1|fosA|4795404|4795820	blk018245	GCF_035620095.1	NZ_CP141666.1	PRJNA1054738	Klebsiella pneumoniae	Klebsiella	Klebsiella group	fosA	fosA	A	circular	no	no	1	1.0	1				1	1	1	0	0
GCF_035621275.1|NZ_CP141677.1|oqxB19|1189966|1193115	blk018246	GCF_035621275.1	NZ_CP141677.1	PRJNA1056145	Klebsiella pneumoniae	Klebsiella	Klebsiella group	oqxB19	oqxB19	A	circular	no	no	2	0.5	0				1	1	1	0	0
