occurrence_id	block_id	bioproject_accession	organism_harmonized	genus	frozen_group	portability_class	weight_block_balanced	nmdist_dist_any_bp	nmdist_censored	endpoint_state	nmis_dist_bp	nmis_censored	n_complete_contained	n_complete_crossing	n_partial_or_boundary
GCF_045919575.1|NZ_CP174508.1|blaPDC-5|2534097|2535287	blk021140	PRJNA1188792	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_045919575.1|NZ_CP174508.1|fosA|5927094|5927498	blk021141	PRJNA1188792	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946195.1|NZ_CP174529.1|oqxB|1158021|1161170	blk021142	PRJNA1190631	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946195.1|NZ_CP174529.1|oqxA|1161197|1162369	blk021142	PRJNA1190631	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946195.1|NZ_CP174529.1|blaSHV-187|2620345|2621208	blk021143	PRJNA1190631	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946195.1|NZ_CP174529.1|fosA|4475349|4475765	blk021144	PRJNA1190631	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946455.1|NZ_CP174573.1|catB7|741293|741928	blk021145	PRJNA1190662	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946455.1|NZ_CP174573.1|fosA|1376281|1376685	blk021146	PRJNA1190662	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946455.1|NZ_CP174573.1|blaPDC-122|5109457|5110647	blk021147	PRJNA1190662	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946455.1|NZ_CP174573.1|aph(3')-IIb|5123009|5123812	blk021147	PRJNA1190662	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_045946455.1|NZ_CP174573.1|blaOXA-50|6917806|6918591	blk021148	PRJNA1190662	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_045999305.1|NZ_CP174606.1|aph(3')-IIb|891325|892128	blk021149	PRJNA1189040	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_045999305.1|NZ_CP174606.1|blaPDC-3|904490|905680	blk021149	PRJNA1189040	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_045999305.1|NZ_CP174606.1|fosA|4257135|4257539	blk021150	PRJNA1189040	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_045999305.1|NZ_CP174606.1|catB7|4684226|4684861	blk021151	PRJNA1189040	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_045999305.1|NZ_CP174606.1|blaOXA-494|6207308|6208093	blk021152	PRJNA1189040	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097135.1|NZ_CP175591.1|blaACT-17|440075|441217	blk021153	PRJNA1191073	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097135.1|NZ_CP175591.1|fosA|595981|596403	blk021154	PRJNA1191073	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097135.1|NZ_CP175591.1|oqxB|3478440|3481589	blk021155	PRJNA1191073	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097135.1|NZ_CP175591.1|oqxA|3481616|3482788	blk021155	PRJNA1191073	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097155.1|NZ_CP175595.1|blaACT-17|439420|440562	blk021156	PRJNA1191045	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097155.1|NZ_CP175595.1|fosA|611520|611942	blk021157	PRJNA1191045	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097155.1|NZ_CP175595.1|aph(3')-Ia|2373952|2374764	blk021158	PRJNA1191045	Enterobacter hormaechei	Enterobacter	other	B	1.0	161	0	complete_and_fully_contained	120	0	3	0	0
GCF_046097155.1|NZ_CP175595.1|oqxB|3385025|3388174	blk021159	PRJNA1191045	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097155.1|NZ_CP175595.1|oqxA|3388201|3389373	blk021159	PRJNA1191045	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097115.1|NZ_CP175625.1|blaACT-17|422586|423728	blk021160	PRJNA1190644	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097115.1|NZ_CP175625.1|oqxB|3538539|3541688	blk021161	PRJNA1190644	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097115.1|NZ_CP175625.1|oqxA|3541715|3542887	blk021161	PRJNA1190644	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097125.1|NZ_CP175629.1|blaACT-24|402831|403973	blk021162	PRJNA1190833	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097125.1|NZ_CP175629.1|fosA|567289|567711	blk021163	PRJNA1190833	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097125.1|NZ_CP175629.1|oqxB|3268153|3271302	blk021164	PRJNA1190833	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097125.1|NZ_CP175629.1|oqxA|3271329|3272501	blk021164	PRJNA1190833	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097025.1|NZ_CP175678.1|oqxB19|1178025|1181174	blk021165	PRJNA1191240	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097025.1|NZ_CP175678.1|oqxA10|1181201|1182373	blk021165	PRJNA1191240	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097025.1|NZ_CP175678.1|blaSHV-1|2703366|2704223	blk021166	PRJNA1191240	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046097025.1|NZ_CP175678.1|fosA|4625048|4625461	blk021167	PRJNA1191240	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	1.0	981	0	complete_and_fully_contained	889	0	1	0	0
GCF_046118685.1|NZ_CP175989.1|blaSHV-11|2844208|2845065	blk021168	PRJNA1193999	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046118685.1|NZ_CP175989.1|fosA|4845780|4846196	blk021169	PRJNA1193999	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046118635.1|NZ_CP176049.1|blaSHV-11|2826159|2827016	blk021170	PRJNA1194662	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046118635.1|NZ_CP176049.1|fosA|4827731|4828147	blk021171	PRJNA1194662	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046196535.1|NZ_CP176085.1|aph(3')-Ia|1799578|1800390	blk021172	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	partial_or_boundary_limited		1	0	0	1
GCF_046196535.1|NZ_CP176085.1|tet(C)|1801001|1802188	blk021172	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	partial_or_boundary_limited		1	0	0	1
GCF_046196535.1|NZ_CP176085.1|blaSHV-11|2829986|2830843	blk021173	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046196535.1|NZ_CP176085.1|sul1|3131407|3131964	blk021174	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	65	0	complete_and_fully_contained	0	0	2	0	0
GCF_046196535.1|NZ_CP176085.1|aadA2|3132472|3133260	blk021174	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	146	0	complete_and_fully_contained	172	0	2	0	0
GCF_046196535.1|NZ_CP176085.1|fosA|4786599|4787015	blk021175	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046196575.1|NZ_CP176089.1|blaSHV-11|2823787|2824644	blk021176	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046196575.1|NZ_CP176089.1|sul1|3125208|3125765	blk021177	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	65	0	complete_and_fully_contained	0	0	2	0	0
GCF_046196575.1|NZ_CP176089.1|aadA2|3126273|3127061	blk021177	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	146	0	complete_and_fully_contained	172	0	2	0	0
GCF_046196575.1|NZ_CP176089.1|fosA|4745876|4746292	blk021178	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046245195.1|NZ_CP176424.1|aph(3')-IIb|195943|196746	blk021179	PRJNA1189555	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046245195.1|NZ_CP176424.1|blaPDC-64|209108|210298	blk021179	PRJNA1189555	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046245195.1|NZ_CP176424.1|fosA|3897675|3898079	blk021180	PRJNA1189555	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046245195.1|NZ_CP176424.1|catB7|4404791|4405426	blk021181	PRJNA1189555	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046245195.1|NZ_CP176424.1|blaOXA-1174|5901549|5902334	blk021182	PRJNA1189555	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046254915.1|NZ_CP176493.1|blaSHV-11|2822805|2823662	blk021183	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046254915.1|NZ_CP176493.1|sul1|3124226|3124783	blk021184	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	65	0	complete_and_fully_contained	0	0	2	0	0
GCF_046254915.1|NZ_CP176493.1|aadA2|3125291|3126079	blk021184	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	146	0	complete_and_fully_contained	172	0	2	0	0
GCF_046254915.1|NZ_CP176493.1|fosA|4779418|4779834	blk021185	PRJNA450216	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272045.1|NZ_CP176684.1|blaOXA|36091|36876	blk021186	PRJNA1101017	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272045.1|NZ_CP176684.1|catB7|1532712|1533347	blk021187	PRJNA1101017	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	1.0	5421	0	no_structurally_resolved_IS		1	0	0	0
GCF_046272045.1|NZ_CP176684.1|fosA|1990105|1990509	blk021188	PRJNA1101017	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272045.1|NZ_CP176684.1|blaPDC-3|5488461|5489651	blk021189	PRJNA1101017	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272045.1|NZ_CP176684.1|aph(3')-IIb|5502013|5502816	blk021189	PRJNA1101017	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272125.1|NZ_CP176704.1|fosA|659108|659524	blk021190	PRJNA1101017	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272125.1|NZ_CP176704.1|blaSHV-11|2523803|2524660	blk021191	PRJNA1101017	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272125.1|NZ_CP176704.1|oqxA|4018782|4019954	blk021192	PRJNA1101017	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272125.1|NZ_CP176704.1|oqxB25|4019981|4023130	blk021192	PRJNA1101017	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272195.1|NZ_CP176717.1|fosA|4263144|4263566	blk021193	PRJNA1101017	Enterobacter cancerogenus	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_046272195.1|NZ_CP176717.1|ampC-Ecan|4416439|4417581	blk021194	PRJNA1101017	Enterobacter cancerogenus	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_016918825.1|NZ_JAFFQV010000001.1|blaOXY-2-4|3732601|3733467	blk021195	PRJNA231221	Klebsiella oxytoca	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_016918825.1|NZ_JAFFQV010000001.1|oqxA|4872409|4873581	blk021196	PRJNA231221	Klebsiella oxytoca	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_016918825.1|NZ_JAFFQV010000001.1|oqxB|4873608|4876757	blk021196	PRJNA231221	Klebsiella oxytoca	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537275.1|NZ_JAIEUB010000001.1|blaACT|436476|437618	blk021197	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537275.1|NZ_JAIEUB010000001.1|fosA|622543|622965	blk021198	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	B	1.0	2858	0	complete_and_fully_contained	2839	0	1	0	0
GCF_019537275.1|NZ_JAIEUB010000001.1|oqxB|3319599|3322748	blk021199	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537275.1|NZ_JAIEUB010000001.1|oqxA|3322776|3323948	blk021199	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537315.1|NZ_JAIEUC010000001.1|blaACT-17|429858|431000	blk021200	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537315.1|NZ_JAIEUC010000001.1|fosA|598594|599016	blk021201	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537315.1|NZ_JAIEUC010000001.1|blaTEM-1|1720037|1720894	blk021202	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	B	1.0	183	0	no_structurally_resolved_IS		1	0	0	0
GCF_019537315.1|NZ_JAIEUC010000001.1|oqxB|3447029|3450178	blk021203	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537315.1|NZ_JAIEUC010000001.1|oqxA|3450205|3451377	blk021203	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537235.1|NZ_JAIEUD010000001.1|blaTEM-1|628429|629286	blk021204	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	B	1.0	183	0	no_structurally_resolved_IS		1	0	0	0
GCF_019537235.1|NZ_JAIEUD010000001.1|fosA|1750307|1750729	blk021205	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537235.1|NZ_JAIEUD010000001.1|blaACT-17|1918323|1919465	blk021206	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537235.1|NZ_JAIEUD010000001.1|oqxA|3864513|3865685	blk021207	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537235.1|NZ_JAIEUD010000001.1|oqxB|3865712|3868861	blk021207	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537255.1|NZ_JAIEUE010000001.1|blaACT-17|429858|431000	blk021208	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537255.1|NZ_JAIEUE010000001.1|fosA|598594|599016	blk021209	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537255.1|NZ_JAIEUE010000001.1|blaTEM-1|1720038|1720895	blk021210	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	B	1.0	183	0	complete_and_fully_contained	3534	0	1	0	0
GCF_019537255.1|NZ_JAIEUE010000001.1|oqxB|3448566|3451715	blk021211	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537255.1|NZ_JAIEUE010000001.1|oqxA|3451742|3452914	blk021211	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537335.1|NZ_JAIEUF010000001.1|oqxB|1085415|1088564	blk021212	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537335.1|NZ_JAIEUF010000001.1|oqxA|1088591|1089763	blk021212	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537335.1|NZ_JAIEUF010000001.1|blaACT-17|3034091|3035233	blk021213	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537335.1|NZ_JAIEUF010000001.1|fosA|3202827|3203249	blk021214	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537335.1|NZ_JAIEUF010000001.1|blaTEM-1|4355451|4356308	blk021215	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	B	1.0	183	0	no_structurally_resolved_IS		1	0	0	0
GCF_019537295.1|NZ_JAIEUG010000001.1|blaACT-115|418933|420075	blk021216	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537295.1|NZ_JAIEUG010000001.1|fosA|567908|568330	blk021217	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	B	1.0	4086	0	complete_and_fully_contained	7458	0	1	0	0
GCF_019537295.1|NZ_JAIEUG010000001.1|oqxB|3287515|3290664	blk021218	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_019537295.1|NZ_JAIEUG010000001.1|oqxA|3290691|3291863	blk021218	PRJNA752244	Enterobacter hormaechei	Enterobacter	other	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_040983925.2|NZ_JBFSET010000001.1|blaSHV-1|2859929|2860786	blk021219	PRJNA1140135	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_040983925.2|NZ_JBFSET010000001.1|fosA|4819582|4819998	blk021220	PRJNA1140135	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_040983925.2|NZ_JBFSET010000001.1|fosA7|4883445|4883666	blk021221	PRJNA1140135	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	1.0	433	0	complete_and_fully_contained	2880	0	1	0	3
GCF_900497045.1|NZ_LR025088.1|blaSHV-1|1100103|1100960	blk021222	PRJEB27482	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497045.1|NZ_LR025088.1|oqxA|2585443|2586615	blk021223	PRJEB27482	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497045.1|NZ_LR025088.1|oqxB32|2586642|2589791	blk021223	PRJEB27482	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497045.1|NZ_LR025088.1|fosA|4390286|4390699	blk021224	PRJEB27482	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497055.1|NZ_LR025092.1|fosA|197933|198346	blk021225	PRJEB27481	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497055.1|NZ_LR025092.1|blaSHV-1|2123608|2124465	blk021226	PRJEB27481	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497055.1|NZ_LR025092.1|oqxA|3609731|3610903	blk021227	PRJEB27481	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497055.1|NZ_LR025092.1|oqxB32|3610930|3614079	blk021227	PRJEB27481	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497475.1|NZ_LR025099.1|fosA|709028|709444	blk021228	PRJEB27468	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497475.1|NZ_LR025099.1|blaSHV-1|2683838|2684695	blk021229	PRJEB27468	Klebsiella pneumoniae	Klebsiella	Klebsiella group	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900497475.1|NZ_LR025099.1|oqxA|4153793|4154965	blk021230	PRJEB27468	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	7722	0	partial_or_boundary_limited		1	0	0	1
GCF_900497475.1|NZ_LR025099.1|oqxB|4154992|4158141	blk021230	PRJEB27468	Klebsiella pneumoniae	Klebsiella	Klebsiella group	B	0.5	8921	0	partial_or_boundary_limited		1	0	0	1
GCF_900618255.1|NZ_LR130527.1|fosA|952990|953394	blk021231	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618255.1|NZ_LR130527.1|catB7|1442344|1442979	blk021232	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	1.0	5420	0	no_structurally_resolved_IS		1	0	0	0
GCF_900618255.1|NZ_LR130527.1|blaOXA-851|3048510|3049295	blk021233	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618255.1|NZ_LR130527.1|aph(3')-IIb|4009147|4009950	blk021234	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618255.1|NZ_LR130527.1|blaPDC-5|4022312|4023502	blk021234	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618245.1|NZ_LR130528.1|catB7|2074829|2075464	blk021235	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618245.1|NZ_LR130528.1|fosA|2500494|2500898	blk021236	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618245.1|NZ_LR130528.1|blaPDC|6073867|6075057	blk021237	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618245.1|NZ_LR130528.1|aph(3')-IIb|6087419|6088222	blk021237	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618245.1|NZ_LR130528.1|blaOXA-494|6435897|6436682	blk021238	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618275.1|NZ_LR130530.1|aph(3')-IIb|894631|895434	blk021239	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618275.1|NZ_LR130530.1|blaPDC-5|907796|908986	blk021239	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	0.5		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618275.1|NZ_LR130530.1|fosA|4272207|4272611	blk021240	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618275.1|NZ_LR130530.1|catB7|4761574|4762209	blk021241	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	B	1.0	5420	0	no_structurally_resolved_IS		1	0	0	0
GCF_900618275.1|NZ_LR130530.1|blaOXA-851|6367923|6368708	blk021242	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
GCF_900618265.1|NZ_LR130531.1|fosA|1588676|1589080	blk021243	PRJEB28660	Pseudomonas aeruginosa	Pseudomonas	P. aeruginosa	A	1.0		1	no_structurally_resolved_IS		1	0	0	0
