assembly_version	organism	scheme	st	profile
GCF_037477755.1	Klebsiella pneumoniae	klebsiella	395	gapA(3),infB(1),mdh(2),pgi(4),phoE(1),rpoB(1),tonB(4)
GCF_039723445.1	Klebsiella pneumoniae	klebsiella	-	gapA(4),infB(1),mdh(1),pgi(35),phoE(7),rpoB(8),tonB(13)
GCF_038979805.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_038977565.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_037477725.1	Klebsiella pneumoniae	klebsiella	39	gapA(2),infB(1),mdh(2),pgi(4),phoE(9),rpoB(1),tonB(14)
GCF_038178705.1	Klebsiella variicola	klebsiella	1423	gapA(16),infB(24),mdh(21),pgi(41),phoE(47),rpoB(22),tonB(103)
GCF_037477745.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_039520045.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_039555645.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_039545765.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_039705005.1	Klebsiella pneumoniae	klebsiella	2167	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(35)
GCF_039519055.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041003495.1	Klebsiella pneumoniae	klebsiella	231	gapA(2),infB(6),mdh(1),pgi(3),phoE(26),rpoB(1),tonB(77)
GCF_040029785.2	Klebsiella pneumoniae	klebsiella	485	gapA(2),infB(1),mdh(1),pgi(1),phoE(7),rpoB(1),tonB(12)
GCF_040735625.1	Klebsiella quasipneumoniae	klebsiella	-	gapA(18),infB(22),mdh(26),pgi(~22),phoE(25),rpoB(13),tonB(51)
GCF_040029055.1	Klebsiella pneumoniae	klebsiella	485	gapA(2),infB(1),mdh(1),pgi(1),phoE(7),rpoB(1),tonB(12)
GCF_040436505.1	Klebsiella quasipneumoniae	klebsiella	3387	gapA(18),infB(22),mdh(74),pgi(70),phoE(11),rpoB(69),tonB(99)
GCF_041002845.1	Klebsiella planticola	klebsiella	-	gapA(~146),infB(~120),mdh(-),pgi(170?),phoE(~282),rpoB(~140),tonB(-)
GCF_040763125.1	Klebsiella pneumoniae	klebsiella	1427	gapA(2),infB(1),mdh(10),pgi(1),phoE(9),rpoB(1),tonB(21)
GCF_040436555.1	Klebsiella pneumoniae	klebsiella	39	gapA(2),infB(1),mdh(2),pgi(4),phoE(9),rpoB(1),tonB(14)
GCF_040550565.1	Klebsiella quasipneumoniae	klebsiella	1215	gapA(18),infB(22),mdh(64),pgi(22),phoE(174),rpoB(13),tonB(213)
GCF_041014805.1	Klebsiella quasipneumoniae	klebsiella	4834	gapA(42),infB(22),mdh(26),pgi(22),phoE(314),rpoB(13),tonB(51)
GCF_041116645.1	Klebsiella pneumoniae	klebsiella	-	gapA(63),infB(1),mdh(1),pgi(1),phoE(~9),rpoB(4),tonB(12)
GCF_040804525.1	Klebsiella sp.	klebsiella	25	gapA(2),infB(1),mdh(1),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_041075275.1	Klebsiella quasipneumoniae	klebsiella	4755	gapA(17),infB(19),mdh(156),pgi(39),phoE(122),rpoB(21),tonB(377)
GCF_040267715.1	Klebsiella oxytoca	klebsiella	-	gapA(147),infB(126),mdh(-),pgi(171),phoE(-),rpoB(149),tonB(-)
GCF_041002795.1	Klebsiella planticola	klebsiella	-	gapA(~146),infB(~120),mdh(-),pgi(170?),phoE(~282),rpoB(~140),tonB(-)
GCF_040703135.1	Klebsiella pneumoniae	klebsiella	105	gapA(2),infB(3),mdh(2),pgi(1),phoE(1),rpoB(4),tonB(18)
GCF_040616425.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040550655.1	Klebsiella pneumoniae	klebsiella	882	gapA(2),infB(1),mdh(1),pgi(37),phoE(1),rpoB(27),tonB(19)
GCF_040703095.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_041200215.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040983925.2	Klebsiella pneumoniae	klebsiella	252	gapA(2),infB(5),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(6)
GCF_039734785.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_040215115.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(126?),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCF_040283595.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040983885.2	Klebsiella pneumoniae	klebsiella	252	gapA(2),infB(5),mdh(1),pgi(1),phoE(9),rpoB(1),tonB(6)
GCF_041002895.1	Klebsiella ornithinolytica	klebsiella	-	gapA(~146),infB(~120),mdh(-),pgi(170?),phoE(~282),rpoB(~140),tonB(-)
GCF_040550165.1	Klebsiella pneumoniae	klebsiella	882	gapA(2),infB(1),mdh(1),pgi(37),phoE(1),rpoB(27),tonB(19)
GCF_040939565.1	Klebsiella pneumoniae	klebsiella	231	gapA(2),infB(6),mdh(1),pgi(3),phoE(26),rpoB(1),tonB(77)
GCF_040105165.1	Klebsiella pneumoniae	klebsiella	2004	gapA(4),infB(1),mdh(2),pgi(1),phoE(1),rpoB(114),tonB(4)
GCF_040436535.1	Klebsiella variicola	klebsiella	3953	gapA(16),infB(18),mdh(21),pgi(27),phoE(54),rpoB(17),tonB(146)
GCF_040803885.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_040763085.1	Klebsiella pneumoniae	klebsiella	1427	gapA(2),infB(1),mdh(10),pgi(1),phoE(9),rpoB(1),tonB(21)
GCF_040763065.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040931645.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_040550265.1	Klebsiella pneumoniae	klebsiella	-	gapA(2),infB(1),mdh(244),pgi(4),phoE(9),rpoB(443),tonB(38)
GCF_040047705.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_041004185.1	Klebsiella pneumoniae	klebsiella	7127	gapA(3),infB(4),mdh(6),pgi(431),phoE(9),rpoB(4),tonB(38)
GCF_040256655.1	Klebsiella pneumoniae	klebsiella	307	gapA(4),infB(1),mdh(2),pgi(52),phoE(1),rpoB(1),tonB(7)
GCF_040282925.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_039734825.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_040930385.1	Klebsiella variicola	klebsiella	-	gapA(16),infB(18),mdh(21),pgi(27),phoE(42),rpoB(~17),tonB(146)
GCF_040438255.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_040763075.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040616415.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_040282295.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041003735.1	Klebsiella pasteurii	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(148?),tonB(-)
GCF_040763115.1	Klebsiella pneumoniae	klebsiella	1427	gapA(2),infB(1),mdh(10),pgi(1),phoE(9),rpoB(1),tonB(21)
GCF_040784875.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041003725.1	Klebsiella pasteurii	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(148?),tonB(-)
GCF_040438085.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_041006055.1	Klebsiella pneumoniae	klebsiella	442	gapA(10),infB(20),mdh(2),pgi(1),phoE(9),rpoB(11),tonB(14)
GCF_041004035.1	Klebsiella quasipneumoniae	klebsiella	-	gapA(304),infB(19),mdh(431),pgi(39),phoE(150),rpoB(21),tonB(162)
GCF_040436295.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040047695.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040893155.1	Klebsiella variicola	klebsiella	1098	gapA(16),infB(18),mdh(21),pgi(27),phoE(146),rpoB(17),tonB(201)
GCF_040687775.1	Klebsiella pneumoniae	klebsiella	1886	gapA(2),infB(5),mdh(118),pgi(1),phoE(10),rpoB(1),tonB(13)
GCF_040436885.1	Klebsiella pneumoniae	klebsiella	1653	gapA(4),infB(3),mdh(2),pgi(3),phoE(13),rpoB(1),tonB(9)
GCF_041004025.1	Klebsiella quasipneumoniae	klebsiella	-	gapA(304),infB(19),mdh(431),pgi(39),phoE(150),rpoB(21),tonB(162)
GCF_040518045.1	Klebsiella pneumoniae	klebsiella	6417	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(893)
GCF_040436715.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_040687765.1	Klebsiella pneumoniae	klebsiella	1886	gapA(2),infB(5),mdh(118),pgi(1),phoE(10),rpoB(1),tonB(13)
GCF_040687785.1	Klebsiella pneumoniae	klebsiella	20	gapA(2),infB(3),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_040436695.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_040529165.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_040703115.1	Klebsiella pneumoniae	klebsiella	442	gapA(10),infB(20),mdh(2),pgi(1),phoE(9),rpoB(11),tonB(14)
GCF_040031875.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_041154685.1	Klebsiella pasteurii	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(148?),tonB(-)
GCF_040687995.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041004435.1	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCF_040436055.1	Klebsiella pneumoniae	klebsiella	716	gapA(71),infB(1),mdh(1),pgi(2),phoE(16),rpoB(4),tonB(164)
GCF_040571315.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041026645.1	Klebsiella pneumoniae	klebsiella	24	gapA(2),infB(1),mdh(1),pgi(1),phoE(3),rpoB(4),tonB(2)
GCF_041003805.1	Klebsiella pneumoniae	klebsiella	107	gapA(2),infB(1),mdh(2),pgi(17),phoE(27),rpoB(1),tonB(39)
GCF_040084815.1	Klebsiella pneumoniae	klebsiella	1271	gapA(2),infB(3),mdh(2),pgi(2),phoE(4),rpoB(4),tonB(4)
GCF_040939675.1	Klebsiella pneumoniae	klebsiella	231	gapA(2),infB(6),mdh(1),pgi(3),phoE(26),rpoB(1),tonB(77)
GCF_040687745.1	Klebsiella pneumoniae	klebsiella	1380	gapA(2),infB(3),mdh(1),pgi(1),phoE(9),rpoB(10),tonB(4)
GCF_041022075.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040687755.1	Klebsiella pneumoniae	klebsiella	4924	gapA(3),infB(1),mdh(2),pgi(1),phoE(1),rpoB(4),tonB(91)
GCF_040256665.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041081805.1	Klebsiella pneumoniae	klebsiella	37	gapA(2),infB(9),mdh(2),pgi(1),phoE(13),rpoB(1),tonB(16)
GCF_041022085.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040436045.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041006285.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041022065.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041022095.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041026665.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_040256755.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041003655.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_040571345.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCF_040735615.1	Klebsiella pneumoniae	klebsiella	2534	gapA(3),infB(1),mdh(1),pgi(1),phoE(3),rpoB(3),tonB(23)
GCF_040250275.1	Klebsiella pneumoniae	klebsiella	35	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(19)
GCF_041004885.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041081935.1	Klebsiella pneumoniae	klebsiella	65	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_040498885.1	Klebsiella pneumoniae	klebsiella	4110	gapA(2),infB(5),mdh(2),pgi(1),phoE(1),rpoB(4),tonB(2)
GCF_041022055.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041022035.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041022025.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040894335.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041022045.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_040687985.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041282635.1	Klebsiella aerogenes	klebsiella	-	gapA(~361),infB(~196),mdh(-),pgi(~198),phoE(~463),rpoB(263),tonB(-)
GCF_041282745.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCF_041283525.1	Klebsiella pneumoniae	klebsiella	5621	gapA(2),infB(3),mdh(6),pgi(1),phoE(9),rpoB(102),tonB(13)
GCF_041379785.1	Klebsiella pneumoniae	klebsiella	65	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_041200245.2	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_041834295.1	Klebsiella variicola	klebsiella	596	gapA(16),infB(24),mdh(21),pgi(27),phoE(41),rpoB(22),tonB(67)
GCF_041283495.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCF_041222775.1	Klebsiella pneumoniae	klebsiella	412	gapA(2),infB(1),mdh(2),pgi(1),phoE(9),rpoB(1),tonB(112)
GCF_041200255.1	Klebsiella pneumoniae	klebsiella	-	gapA(2),infB(3),mdh(6),pgi(1),phoE(9),rpoB(102),tonB(~13)
GCF_041753685.1	Klebsiella variicola	klebsiella	475	gapA(16),infB(24),mdh(21),pgi(27),phoE(47),rpoB(22),tonB(124)
GCF_041283295.1	Klebsiella aerogenes	klebsiella	-	gapA(361),infB(~196),mdh(-),pgi(~198),phoE(~463),rpoB(263),tonB(-)
GCF_041200225.2	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_041346915.1	Klebsiella pneumoniae	klebsiella	20	gapA(2),infB(3),mdh(1),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_041765335.1	Klebsiella variicola	klebsiella	5860	gapA(16),infB(24),mdh(442),pgi(27),phoE(41),rpoB(22),tonB(67)
GCF_041834285.1	Klebsiella variicola	klebsiella	1845	gapA(16),infB(24),mdh(36),pgi(27),phoE(47),rpoB(22),tonB(67)
GCF_041283405.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(126?),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCF_041281675.1	Klebsiella pneumoniae	klebsiella	1049	gapA(2),infB(3),mdh(4),pgi(97),phoE(12),rpoB(1),tonB(39)
GCF_041283475.1	Klebsiella pasteurii	klebsiella	-	gapA(~147),infB(-),mdh(-),pgi(-),phoE(-),rpoB(148?),tonB(-)
GCF_041379735.1	Klebsiella aerogenes	klebsiella	-	gapA(249),infB(197),mdh(-),pgi(300),phoE(464),rpoB(~264),tonB(-)
GCF_041318315.1	Klebsiella aerogenes	klebsiella	-	gapA(168),infB(~196),mdh(-),pgi(197),phoE(~464),rpoB(263),tonB(-)
GCF_041283355.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(126?),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCF_041515505.2	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_041283585.1	Klebsiella pneumoniae	klebsiella	893	gapA(25),infB(1),mdh(101),pgi(1),phoE(10),rpoB(1),tonB(100)
GCF_041765355.1	Klebsiella variicola	klebsiella	1456	gapA(16),infB(18),mdh(42),pgi(27),phoE(55),rpoB(22),tonB(241)
GCF_041530375.1	Klebsiella pneumoniae	klebsiella	628	gapA(2),infB(60),mdh(11),pgi(1),phoE(4),rpoB(8),tonB(24)
GCF_041296515.1	Klebsiella pneumoniae	klebsiella	15	gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
GCF_041283545.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041816245.1	Klebsiella variicola	klebsiella	641	gapA(16),infB(18),mdh(21),pgi(27),phoE(39),rpoB(22),tonB(67)
GCF_041283395.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(126?),mdh(-),pgi(-),phoE(-),rpoB(~276),tonB(-)
GCF_041200235.1	Klebsiella pneumoniae	klebsiella	25	gapA(2),infB(1),mdh(1),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_041725755.1	Klebsiella ornithinolytica	klebsiella	-	gapA(146),infB(120),mdh(-),pgi(165),phoE(~282),rpoB(148),tonB(-)
GCF_041283535.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041514435.1	Klebsiella pneumoniae	klebsiella	-	gapA(~3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041514735.1	Klebsiella pneumoniae	klebsiella	7951	gapA(63),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_041725675.1	Klebsiella ornithinolytica	klebsiella	-	gapA(146),infB(~120),mdh(-),pgi(170),phoE(~277),rpoB(140?),tonB(-)
GCF_041828825.1	Klebsiella quasipneumoniae	klebsiella	338	gapA(38),infB(19),mdh(53),pgi(58),phoE(73),rpoB(21),tonB(52)
GCF_041320635.1	Klebsiella pneumoniae	klebsiella	147	gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(38)
GCF_041200275.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041514545.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041283485.1	Klebsiella michiganensis	klebsiella	-	gapA(~147),infB(126?),mdh(-),pgi(~174),phoE(-),rpoB(~276),tonB(-)
GCF_041200285.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041283575.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041726275.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041344895.2	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041514725.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041320625.1	Klebsiella quasipneumoniae	klebsiella	3416	gapA(18),infB(22),mdh(241),pgi(61),phoE(195),rpoB(20),tonB(169)
GCF_041222145.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041218905.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041213405.1	Klebsiella pneumoniae	klebsiella	16	gapA(2),infB(1),mdh(2),pgi(1),phoE(4),rpoB(4),tonB(4)
GCF_041514655.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041530015.1	Klebsiella pneumoniae	klebsiella	375	gapA(43),infB(1),mdh(2),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_041518535.1	Klebsiella pneumoniae	klebsiella	65	gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(4),tonB(13)
GCF_041545425.1	Klebsiella pneumoniae	klebsiella	512	gapA(54),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041530025.1	Klebsiella pneumoniae	klebsiella	7951	gapA(63),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_041214325.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041222585.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041529995.1	Klebsiella pneumoniae	klebsiella	268	gapA(2),infB(1),mdh(2),pgi(1),phoE(7),rpoB(1),tonB(81)
GCF_041221345.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041221895.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041216295.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041320645.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041346665.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041734125.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041530005.1	Klebsiella pneumoniae	klebsiella	660	gapA(2),infB(1),mdh(2),pgi(1),phoE(4),rpoB(1),tonB(25)
GCF_041318405.1	Klebsiella pneumoniae	klebsiella	3034	gapA(1),infB(1),mdh(1),pgi(193),phoE(1),rpoB(1),tonB(1)
GCF_041518305.1	Klebsiella pneumoniae	klebsiella	373	gapA(9),infB(4),mdh(2),pgi(26),phoE(1),rpoB(1),tonB(27)
GCF_041221925.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041221935.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041318585.1	Klebsiella pneumoniae	klebsiella	6750	gapA(2),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(61)
GCF_041516885.1	Klebsiella pneumoniae	klebsiella	23	gapA(2),infB(1),mdh(1),pgi(1),phoE(9),rpoB(4),tonB(12)
GCF_041221275.1	Klebsiella pneumoniae	klebsiella	11	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(4)
GCF_041545435.1	Klebsiella pneumoniae	klebsiella	512	gapA(54),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041212775.1	Klebsiella pneumoniae	klebsiella	258	gapA(3),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041545445.1	Klebsiella pneumoniae	klebsiella	512	gapA(54),infB(3),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(79)
GCF_041318575.1	Klebsiella pneumoniae	klebsiella	1766	gapA(4),infB(4),mdh(1),pgi(1),phoE(7),rpoB(4),tonB(16)
GCF_041221915.1	Klebsiella pneumoniae	klebsiella	16	gapA(2),infB(1),mdh(2),pgi(1),phoE(4),rpoB(4),tonB(4)
